Prompt_ID;Metric;Method;Source_0;Source_1;Source_2;Source_3;Source_4
1;follow_detailed;simple_language;1.0352;1.0153;1.0679;1.0174;1.0089
1;influence_detailed;simple_language;1.1688;1.2506;2.4319;1.008;1.0078
1;relevance_detailed;simple_language;1.0002;1.0003;1.0003;1.0004;1.0003
1;subjcount_detailed;simple_language;1.005;1.005;1.0229;1.0044;1.0031
1;subjpos_detailed;technical_terms;1.0105;1.0074;1.0126;1.0012;1.0018
1;diversity_detailed;technical_terms;1.0075;1.0156;1.0022;1.0037;1.0022
1;uniqueness_detailed;technical_terms;1.0088;1.0732;1.0619;1.0283;1.0188
1;follow_detailed;technical_terms;1.0644;1.1629;1.0389;1.0246;1.008
1;influence_detailed;technical_terms;1.2246;1.169;1.2941;1.0162;1.0652
1;relevance_detailed;technical_terms;1.0003;1.0007;1.0006;1.0005;1.0001
1;subjcount_detailed;technical_terms;1.021;1.012;1.0121;1.0052;1.0024
1;subjpos_detailed;stats_optimization;1.593;1.2488;1.1716;1.0601;1.0967
1;diversity_detailed;stats_optimization;1.9001;1.1481;1.0521;1.0534;1.0476
1;uniqueness_detailed;stats_optimization;1.1038;1.3622;1.7001;1.1681;1.2306
1;follow_detailed;stats_optimization;1.4167;1.7787;2.0582;2.0361;2.4315
1;influence_detailed;stats_optimization;2.5368;2.285;1.8461;1.4212;1.6572
1;relevance_detailed;stats_optimization;1.0028;1.0024;1.0026;1.0004;1.0005
1;subjcount_detailed;stats_optimization;1.0659;1.0924;1.1179;1.0609;1.0168
1;subjpos_detailed;llms_txt;1.0769;1.0599;1.0365;1.0042;1.0239
1;diversity_detailed;llms_txt;1.0382;1.1665;1.0146;1.0166;1.0325
1;uniqueness_detailed;llms_txt;1.0107;1.7161;1.1405;1.1268;1.0489
1;follow_detailed;llms_txt;1.0455;1.1072;1.012;1.0062;1.0356
1;influence_detailed;llms_txt;1.3029;1.808;1.0754;1.029;1.0385
1;relevance_detailed;llms_txt;1.0026;1.0035;1.0017;1.0055;1.0056
1;subjcount_detailed;llms_txt;1.0127;1.0117;1.0147;1.0017;1.0035
1;subjpos_detailed;inverted_pyramid_mine;1.0008;1.0032;1.0131;1.0007;1.0028
1;diversity_detailed;inverted_pyramid_mine;1.003;1.006;1.0015;1.0026;1.0009
1;uniqueness_detailed;inverted_pyramid_mine;1.0007;1.0091;1.0174;1.0337;1.0961
1;follow_detailed;inverted_pyramid_mine;1.0046;1.0094;1.011;1.0084;1.0098
1;influence_detailed;inverted_pyramid_mine;1.0172;1.0601;1.2737;1.0183;1.0084
1;relevance_detailed;inverted_pyramid_mine;1.0;1.0003;1.0001;1.0001;1.0001
1;subjcount_detailed;inverted_pyramid_mine;1.0034;1.0087;1.0116;1.0045;1.0026
1;subjpos_detailed;autogeo_api_mine;1.0232;1.0781;1.0874;1.0175;1.0159
1;diversity_detailed;autogeo_api_mine;1.0231;1.1134;1.0297;1.0075;1.0156
1;uniqueness_detailed;autogeo_api_mine;1.0109;1.1247;1.6098;1.1667;1.1642
1;follow_detailed;autogeo_api_mine;1.2918;1.456;1.5988;1.2107;1.1292
1;influence_detailed;autogeo_api_mine;1.2094;1.6322;2.5639;1.4518;1.388
1;relevance_detailed;autogeo_api_mine;1.0008;1.0021;1.0014;1.0011;1.0006
1;subjcount_detailed;autogeo_api_mine;1.0186;1.0276;1.0196;1.0124;1.0058
2;subjpos_detailed;Baseline;1.0327;1.0197;1.0278;1.0134;1.0156
2;diversity_detailed;Baseline;1.048;1.0843;1.0249;1.0493;1.0236
2;uniqueness_detailed;Baseline;1.0589;1.146;1.6451;1.878;1.4372
2;follow_detailed;Baseline;1.0315;1.1553;1.0768;1.0543;1.0255
2;influence_detailed;Baseline;2.2189;2.7956;2.1062;1.1448;2.4501
2;relevance_detailed;Baseline;1.0318;1.0163;1.0082;1.0071;1.0053
2;subjcount_detailed;Baseline;1.1615;1.1614;1.1692;1.0932;1.2244
2;subjpos_detailed;fluent_gpt;1.0249;1.021;1.0103;1.0183;1.0206
2;diversity_detailed;fluent_gpt;1.0187;1.0257;1.0077;1.0154;1.0061
2;uniqueness_detailed;fluent_gpt;1.0057;1.0206;1.0698;1.0375;1.0412
2;follow_detailed;fluent_gpt;1.0443;1.2635;1.0447;1.3861;1.273
2;influence_detailed;fluent_gpt;1.0935;1.1506;1.1456;1.0423;1.1933
2;relevance_detailed;fluent_gpt;1.0004;1.0007;1.0006;1.0005;1.0008
2;subjcount_detailed;fluent_gpt;1.0088;1.0332;1.0168;1.0138;1.0123
2;subjpos_detailed;authoritative;1.0483;1.0234;1.0607;1.1619;1.0239
2;diversity_detailed;authoritative;1.0585;1.0398;1.0136;1.0742;1.0894
2;uniqueness_detailed;authoritative;1.0531;1.1562;1.4723;1.377;1.2326
2;follow_detailed;authoritative;1.1171;1.178;1.3873;1.6758;1.4075
2;influence_detailed;authoritative;1.4889;1.4951;1.4446;2.1178;2.0905
2;relevance_detailed;authoritative;1.0031;1.001;1.0009;1.0022;1.0018
2;subjcount_detailed;authoritative;1.0271;1.0267;1.0447;1.0749;1.0301
2;subjpos_detailed;more_quotes;1.0305;1.0038;1.0189;1.0171;1.0067
2;diversity_detailed;more_quotes;1.0925;1.0397;1.0376;1.0943;1.0764
2;uniqueness_detailed;more_quotes;1.005;1.0244;1.587;1.0465;1.0452
2;follow_detailed;more_quotes;1.2054;1.2472;1.1777;1.3276;1.0878
2;influence_detailed;more_quotes;2.4535;1.9807;1.4594;1.6508;1.1072
2;relevance_detailed;more_quotes;1.0016;1.0028;1.0017;1.0037;1.0005
2;subjcount_detailed;more_quotes;1.023;1.0261;1.0185;1.0265;1.0122
2;subjpos_detailed;citing_credible;1.2013;1.544;1.2204;1.0443;1.0907
2;diversity_detailed;citing_credible;1.0815;1.2343;1.1599;1.1034;1.0933
2;uniqueness_detailed;citing_credible;1.5559;3.058;3.2036;2.3996;1.7728
2;follow_detailed;citing_credible;1.8846;2.3224;1.6512;1.6077;1.6668
2;influence_detailed;citing_credible;1.8614;2.4264;1.6094;1.161;2.0938
2;relevance_detailed;citing_credible;1.0035;1.0094;1.0023;1.0027;1.002
2;subjcount_detailed;citing_credible;1.1266;1.2947;1.0849;1.0533;1.1681
2;subjpos_detailed;simple_language;2.173;2.1877;1.2724;1.9925;1.4815
2;diversity_detailed;simple_language;1.077;1.2944;1.0444;1.1129;1.1026
2;uniqueness_detailed;simple_language;1.0241;1.134;1.4478;1.1839;1.3249
2;follow_detailed;simple_language;1.9368;2.1809;2.1118;2.6;2.0775
2;influence_detailed;simple_language;1.7659;1.9785;2.1931;2.54;2.1956
2;relevance_detailed;simple_language;1.0092;1.0135;1.0095;1.0088;1.0166
2;subjcount_detailed;simple_language;1.0653;1.0576;1.098;1.0908;1.1268
2;subjpos_detailed;technical_terms;1.0605;1.0566;1.0266;1.0305;1.0639
2;diversity_detailed;technical_terms;1.0655;1.3306;1.0499;1.0861;1.1402
2;uniqueness_detailed;technical_terms;1.0808;1.7439;1.1416;1.4136;1.217
2;follow_detailed;technical_terms;1.3997;2.3235;1.5209;1.4921;1.5718
2;influence_detailed;technical_terms;2.1414;1.593;2.0685;2.3166;2.7747
2;relevance_detailed;technical_terms;1.002;1.0052;1.0021;1.0036;1.0052
2;subjcount_detailed;technical_terms;1.0294;1.0675;1.0358;1.0668;1.0463
2;subjpos_detailed;stats_optimization;1.1497;1.0199;1.0531;1.0322;1.0176
2;diversity_detailed;stats_optimization;1.1252;1.2887;1.019;1.1077;1.0283
2;uniqueness_detailed;stats_optimization;1.0145;1.2288;1.498;1.6314;1.1224
2;follow_detailed;stats_optimization;1.2273;1.3237;1.1988;1.3132;1.1264
2;influence_detailed;stats_optimization;2.9871;2.2813;2.2508;1.8954;1.6898
2;relevance_detailed;stats_optimization;1.0026;1.0005;1.0008;1.0016;1.0011
2;subjcount_detailed;stats_optimization;1.0103;1.0114;1.0271;1.0206;1.0063
2;subjpos_detailed;llms_txt;1.4239;1.3588;1.1877;1.6504;1.5231
2;diversity_detailed;llms_txt;1.4591;1.4083;1.1101;1.2772;1.2129
2;uniqueness_detailed;llms_txt;1.181;2.57;3.1057;2.6354;2.914
2;follow_detailed;llms_txt;1.3432;2.3275;1.4902;2.1193;2.0998
2;influence_detailed;llms_txt;2.7061;3.001;2.5703;2.5522;3.0908
2;relevance_detailed;llms_txt;1.005;1.0127;1.006;1.0123;1.0189
2;subjcount_detailed;llms_txt;1.1907;1.1691;1.1507;1.6016;1.3282
2;subjpos_detailed;inverted_pyramid_mine;1.4988;1.1654;1.0462;1.0277;1.0493
2;diversity_detailed;inverted_pyramid_mine;1.3552;1.638;1.0372;1.11;1.1637
2;uniqueness_detailed;inverted_pyramid_mine;1.1011;2.1779;2.0339;2.5307;1.6858
2;follow_detailed;inverted_pyramid_mine;1.3909;2.0382;1.6481;1.616;1.5908
2;influence_detailed;inverted_pyramid_mine;2.775;3.2882;2.7826;1.098;2.6475
2;relevance_detailed;inverted_pyramid_mine;1.0024;1.0102;1.0061;1.0048;1.0045
2;subjcount_detailed;inverted_pyramid_mine;1.1407;1.096;1.0497;1.029;1.0781
2;subjpos_detailed;autogeo_api_mine;2.6827;2.584;1.5246;2.2892;1.2534
2;diversity_detailed;autogeo_api_mine;1.4802;2.1636;1.169;1.2355;1.1719
2;uniqueness_detailed;autogeo_api_mine;1.1941;2.4198;1.7788;2.1461;2.5809
2;follow_detailed;autogeo_api_mine;2.8404;3.3068;2.4613;2.9326;3.2043
2;influence_detailed;autogeo_api_mine;3.4407;2.9685;2.4256;2.253;3.0632
2;relevance_detailed;autogeo_api_mine;1.0106;1.0177;1.0079;1.0062;1.0062
2;subjcount_detailed;autogeo_api_mine;1.5553;1.7534;1.367;1.5491;1.181
3;subjpos_detailed;Baseline;1.05;1.2635;1.3901;1.0606;1.0708
3;diversity_detailed;Baseline;1.7446;1.3823;1.1281;1.0602;1.0676
3;uniqueness_detailed;Baseline;1.0812;1.3353;1.2939;1.2683;1.0314
3;follow_detailed;Baseline;2.1665;3.2482;2.9765;3.0463;1.8169
3;influence_detailed;Baseline;2.6551;3.5315;3.0079;2.6082;1.9478
3;relevance_detailed;Baseline;1.012;1.0106;1.0066;1.0094;1.0071
3;subjcount_detailed;Baseline;1.3008;1.325;1.6152;1.1674;1.1976
3;subjpos_detailed;fluent_gpt;1.0052;1.0075;1.004;1.0277;1.0071
3;diversity_detailed;fluent_gpt;1.0109;1.0054;1.0023;1.0097;1.0021
3;uniqueness_detailed;fluent_gpt;1.0174;1.5;1.5804;1.7202;1.2137
3;follow_detailed;fluent_gpt;1.0128;1.0529;1.0105;1.0618;1.0122
3;influence_detailed;fluent_gpt;1.1407;1.249;1.0222;1.1616;1.0067
3;relevance_detailed;fluent_gpt;1.0002;1.0002;1.0003;1.0005;1.0005
3;subjcount_detailed;fluent_gpt;1.0134;1.0163;1.0044;1.0423;1.0048
3;subjpos_detailed;authoritative;1.0035;1.0026;1.0003;1.0016;1.0019
3;diversity_detailed;authoritative;1.0012;1.0029;1.0004;1.0012;1.0013
3;uniqueness_detailed;authoritative;1.0008;1.0123;1.0191;1.0083;1.0082
3;follow_detailed;authoritative;1.0031;1.0106;1.0011;1.0011;1.0012
3;influence_detailed;authoritative;1.0562;1.2509;1.0021;1.0984;1.0029
3;relevance_detailed;authoritative;1.0001;1.0001;1.0;1.0001;1.0
3;subjcount_detailed;authoritative;1.0036;1.0041;1.0018;1.0036;1.0008
3;subjpos_detailed;more_quotes;1.033;1.1102;1.193;1.0827;1.0292
3;diversity_detailed;more_quotes;1.0318;1.0795;1.0403;1.0435;1.0585
3;uniqueness_detailed;more_quotes;1.0484;1.2409;1.4156;1.4224;1.511
3;follow_detailed;more_quotes;1.0523;1.3951;1.0565;1.1988;1.0794
3;influence_detailed;more_quotes;1.9926;3.3801;2.5605;3.0495;2.2698
3;relevance_detailed;more_quotes;1.0014;1.0018;1.0012;1.0054;1.0015
3;subjcount_detailed;more_quotes;1.0578;1.2556;1.0768;1.1466;1.064
3;subjpos_detailed;citing_credible;2.3783;2.9889;2.7216;2.0479;2.1317
3;diversity_detailed;citing_credible;1.4878;2.0953;1.4953;1.211;1.2367
3;uniqueness_detailed;citing_credible;1.2227;2.47;1.9953;1.7837;2.2854
3;follow_detailed;citing_credible;3.1876;3.1952;3.2447;2.8698;3.0353
3;influence_detailed;citing_credible;3.4451;3.3846;3.1456;3.1276;2.5006
3;relevance_detailed;citing_credible;1.0084;1.0086;1.0079;1.0022;1.0024
3;subjcount_detailed;citing_credible;2.7784;2.9702;2.853;2.2479;1.7721
3;subjpos_detailed;simple_language;1.0097;1.0509;1.0467;1.0144;1.0186
3;diversity_detailed;simple_language;1.0248;1.0566;1.012;1.0224;1.0039
3;uniqueness_detailed;simple_language;1.0028;1.0374;1.0919;1.4021;1.0345
3;follow_detailed;simple_language;1.0398;1.2762;1.2774;1.3166;1.2334
3;influence_detailed;simple_language;1.1083;1.2182;1.5227;1.1887;1.1473
3;relevance_detailed;simple_language;1.0005;1.0009;1.0006;1.0021;1.0001
3;subjcount_detailed;simple_language;1.0174;1.043;1.0269;1.0319;1.0213
3;subjpos_detailed;technical_terms;1.0026;1.005;1.0101;1.0005;1.0018
3;diversity_detailed;technical_terms;1.0031;1.0216;1.0039;1.0066;1.0114
3;uniqueness_detailed;technical_terms;1.0027;1.0202;1.0156;1.0127;1.0075
3;follow_detailed;technical_terms;1.0289;1.0836;1.105;1.0276;1.0256
3;influence_detailed;technical_terms;1.0154;1.0651;1.07;1.0011;1.0039
3;relevance_detailed;technical_terms;1.0003;1.0003;1.0003;1.0005;1.0002
3;subjcount_detailed;technical_terms;1.0452;1.0352;1.0805;1.0052;1.0136
3;subjpos_detailed;stats_optimization;1.1214;2.2296;2.0275;1.9487;1.3468
3;diversity_detailed;stats_optimization;1.0725;1.1279;1.1387;1.0839;1.0715
3;uniqueness_detailed;stats_optimization;1.0569;1.0264;1.0467;1.0246;1.0231
3;follow_detailed;stats_optimization;1.5444;2.3673;1.8497;2.0777;1.2249
3;influence_detailed;stats_optimization;2.1725;2.6753;2.9701;2.8624;1.9304
3;relevance_detailed;stats_optimization;1.0029;1.0018;1.0032;1.0033;1.0008
3;subjcount_detailed;stats_optimization;1.0348;1.042;1.1538;1.1146;1.0273
3;subjpos_detailed;llms_txt;1.1458;1.1538;1.1847;1.0385;1.0726
3;diversity_detailed;llms_txt;1.0121;1.0249;1.0234;1.0184;1.0243
3;uniqueness_detailed;llms_txt;1.0027;1.0114;1.0833;1.0129;1.0099
3;follow_detailed;llms_txt;1.6541;2.9439;2.5598;2.0635;2.0924
3;influence_detailed;llms_txt;1.3252;2.3391;1.5904;1.386;1.2671
3;relevance_detailed;llms_txt;1.0019;1.0043;1.0016;1.0025;1.0017
3;subjcount_detailed;llms_txt;1.2453;1.4178;1.2922;1.1896;1.0538
3;subjpos_detailed;inverted_pyramid_mine;1.5171;1.4473;1.1812;1.2412;1.1012
3;diversity_detailed;inverted_pyramid_mine;1.1118;1.1372;1.029;1.0621;1.2035
3;uniqueness_detailed;inverted_pyramid_mine;2.0054;1.7758;1.7929;2.2065;1.3831
3;follow_detailed;inverted_pyramid_mine;1.1111;1.244;1.0462;1.1342;1.403
3;influence_detailed;inverted_pyramid_mine;2.274;1.7347;1.4773;2.2136;1.109
3;relevance_detailed;inverted_pyramid_mine;1.0073;1.0038;1.0017;1.0012;1.0011
3;subjcount_detailed;inverted_pyramid_mine;1.1236;1.2115;1.2434;1.7077;1.0752
3;subjpos_detailed;autogeo_api_mine;1.0018;1.0013;1.0004;1.0006;1.0004
3;diversity_detailed;autogeo_api_mine;1.0043;1.0134;1.0068;1.0051;1.0117
3;uniqueness_detailed;autogeo_api_mine;1.0612;1.5856;1.2225;1.1106;1.0967
3;follow_detailed;autogeo_api_mine;1.0077;1.0063;1.0066;1.0037;1.0018
3;influence_detailed;autogeo_api_mine;1.0088;1.1658;1.0019;1.0025;1.0039
3;relevance_detailed;autogeo_api_mine;1.0002;1.0001;1.0;1.0001;1.0001
3;subjcount_detailed;autogeo_api_mine;1.0013;1.0017;1.0003;1.0008;1.0007
4;subjpos_detailed;Baseline;1.0023;1.0031;1.0009;1.0012;1.0031
4;diversity_detailed;Baseline;1.0338;1.0032;1.0045;1.0069;1.0102
4;uniqueness_detailed;Baseline;1.0202;1.7031;1.3031;1.1286;1.2152
4;follow_detailed;Baseline;1.0196;1.0311;1.0141;1.0058;1.0169
4;influence_detailed;Baseline;1.1917;1.065;1.0051;1.0035;1.0099
4;relevance_detailed;Baseline;1.0005;1.0003;1.0006;1.0002;1.0006
4;subjcount_detailed;Baseline;1.0522;1.0538;1.0122;1.0117;1.0135
4;subjpos_detailed;fluent_gpt;1.0253;1.0121;1.0048;1.0286;1.0418
4;diversity_detailed;fluent_gpt;1.0122;1.0098;1.0197;1.0089;1.0735
4;uniqueness_detailed;fluent_gpt;1.0016;1.0795;1.06;1.1306;1.1396
4;follow_detailed;fluent_gpt;1.0121;1.0149;1.0123;1.0253;1.0327
4;influence_detailed;fluent_gpt;1.0873;1.727;1.0844;1.0808;1.1609
4;relevance_detailed;fluent_gpt;1.0007;1.0005;1.0004;1.0009;1.0015
4;subjcount_detailed;fluent_gpt;1.0052;1.0118;1.0088;1.006;1.0111
4;subjpos_detailed;authoritative;1.002;1.0026;1.0006;1.0002;1.0006
4;diversity_detailed;authoritative;1.0074;1.0072;1.0039;1.0049;1.0119
4;uniqueness_detailed;authoritative;1.0153;1.1849;1.2832;1.2179;1.1766
4;follow_detailed;authoritative;1.0136;1.0152;1.0025;1.0039;1.0032
4;influence_detailed;authoritative;1.0161;1.0219;1.0032;1.0012;1.0009
4;relevance_detailed;authoritative;1.0002;1.0004;1.0002;1.0001;1.0001
4;subjcount_detailed;authoritative;1.0032;1.0058;1.0026;1.001;1.0013
4;subjpos_detailed;more_quotes;1.0055;1.0057;1.0029;1.0028;1.0058
4;diversity_detailed;more_quotes;1.0201;1.0101;1.0104;1.0167;1.0119
4;uniqueness_detailed;more_quotes;1.1042;1.3845;1.3226;1.2191;1.2518
4;follow_detailed;more_quotes;1.0126;1.0883;1.0164;1.0192;1.039
4;influence_detailed;more_quotes;1.02;1.0479;1.0315;1.0265;1.021
4;relevance_detailed;more_quotes;1.0005;1.0006;1.0004;1.0006;1.0003
4;subjcount_detailed;more_quotes;1.012;1.026;1.0245;1.0282;1.0187
4;subjpos_detailed;citing_credible;1.0011;1.0051;1.005;1.0038;1.0106
4;diversity_detailed;citing_credible;1.0212;1.0672;1.0144;1.0203;1.0771
4;uniqueness_detailed;citing_credible;1.0009;1.017;1.0235;1.0057;1.0343
4;follow_detailed;citing_credible;1.0184;1.0688;1.0185;1.0264;1.052
4;influence_detailed;citing_credible;1.0367;1.0339;1.0254;1.0224;1.0131
4;relevance_detailed;citing_credible;1.0014;1.0012;1.0011;1.001;1.0014
4;subjcount_detailed;citing_credible;1.0508;1.0626;1.0776;1.0341;1.0602
4;subjpos_detailed;simple_language;1.0159;1.0171;1.0048;1.0085;1.0133
4;diversity_detailed;simple_language;1.0187;1.0101;1.0063;1.0079;1.0126
4;uniqueness_detailed;simple_language;1.0015;1.0091;1.009;1.002;1.0014
4;follow_detailed;simple_language;1.0256;1.0893;1.0257;1.0366;1.0873
4;influence_detailed;simple_language;1.0423;1.1726;1.0162;1.0173;1.0217
4;relevance_detailed;simple_language;1.0015;1.0006;1.0015;1.0009;1.001
4;subjcount_detailed;simple_language;1.0534;1.088;1.0123;1.0249;1.0253
4;subjpos_detailed;technical_terms;3.9872;3.3114;2.4192;2.9715;2.6264
4;diversity_detailed;technical_terms;3.9446;3.2051;3.2122;3.4873;3.1273
4;uniqueness_detailed;technical_terms;3.4344;3.1611;2.3414;1.8245;2.0669
4;follow_detailed;technical_terms;4.003;3.4394;3.0785;3.2467;3.1068
4;influence_detailed;technical_terms;3.9525;3.3234;2.9172;3.1292;2.6356
4;relevance_detailed;technical_terms;3.996;3.5491;3.2788;3.8428;3.5056
4;subjcount_detailed;technical_terms;3.7747;3.1023;3.0258;3.0833;3.0222
4;subjpos_detailed;stats_optimization;3.9704;3.559;3.0974;2.8242;2.908
4;diversity_detailed;stats_optimization;3.9535;3.4171;3.5247;3.5628;3.3908
4;uniqueness_detailed;stats_optimization;3.7522;3.2571;3.0384;3.1676;3.2032
4;follow_detailed;stats_optimization;3.9769;3.5112;3.2559;3.1295;3.1329
4;influence_detailed;stats_optimization;4.0133;3.4735;3.1321;3.0351;3.04
4;relevance_detailed;stats_optimization;3.9491;3.8462;3.5509;3.955;3.7369
4;subjcount_detailed;stats_optimization;3.8001;3.4023;3.2579;3.0932;3.1315
4;subjpos_detailed;llms_txt;4.1378;3.1544;2.5725;2.753;2.8647
4;diversity_detailed;llms_txt;3.9878;3.2256;3.4194;3.1093;3.1771
4;uniqueness_detailed;llms_txt;3.5615;3.2315;2.5416;1.2175;2.0201
4;follow_detailed;llms_txt;3.9696;3.3353;3.1238;3.0686;3.1021
4;influence_detailed;llms_txt;4.0447;3.307;2.9435;2.857;2.8547
4;relevance_detailed;llms_txt;4.0101;3.5477;3.4969;3.0;3.5348
4;subjcount_detailed;llms_txt;3.7697;3.113;3.0882;3.0409;3.0792
4;subjpos_detailed;inverted_pyramid_mine;4.073;3.3602;2.9782;3.0744;2.9656
4;diversity_detailed;inverted_pyramid_mine;3.9671;3.2612;3.1119;3.0735;3.0929
4;uniqueness_detailed;inverted_pyramid_mine;3.5973;3.0035;2.8713;2.5354;2.462
4;follow_detailed;inverted_pyramid_mine;3.9552;3.3923;3.1022;3.0685;3.0661
4;influence_detailed;inverted_pyramid_mine;3.9899;3.2197;3.0358;3.0122;2.9779
4;relevance_detailed;inverted_pyramid_mine;4.0301;3.5957;3.6809;3.5484;3.7043
4;subjcount_detailed;inverted_pyramid_mine;3.8468;3.1271;3.0685;3.0336;3.0349
4;subjpos_detailed;autogeo_api_mine;4.1135;3.3486;3.026;3.0248;2.9079
4;diversity_detailed;autogeo_api_mine;3.5404;3.2072;3.1287;3.0929;3.0335
4;uniqueness_detailed;autogeo_api_mine;3.5955;3.1177;2.9658;2.9965;2.9807
4;follow_detailed;autogeo_api_mine;4.1661;3.6597;3.2629;3.1435;3.1298
4;influence_detailed;autogeo_api_mine;3.9175;3.3254;3.0641;3.0317;2.991
4;relevance_detailed;autogeo_api_mine;3.6192;3.4189;3.1802;3.0;3.1478
4;subjcount_detailed;autogeo_api_mine;3.7072;3.1819;3.103;3.0617;3.0636
5;subjpos_detailed;Baseline;3.8754;3.3232;3.0939;3.3162;3.0343
5;diversity_detailed;Baseline;3.9785;3.4242;3.7539;3.6075;3.4368
5;uniqueness_detailed;Baseline;3.3764;3.0771;3.108;3.2293;2.9467
5;follow_detailed;Baseline;3.9812;3.499;3.2724;3.5016;3.1634
5;influence_detailed;Baseline;3.9538;3.4337;3.2902;3.3536;3.05
5;relevance_detailed;Baseline;4.0424;3.6354;3.635;3.4123;3.6622
5;subjcount_detailed;Baseline;3.8809;3.2518;3.2178;3.2192;3.0308
5;subjpos_detailed;fluent_gpt;3.9089;3.6575;3.5664;3.5286;3.7154
5;diversity_detailed;fluent_gpt;3.9466;3.7256;3.7401;3.8048;3.6489
5;uniqueness_detailed;fluent_gpt;3.078;3.0466;3.0641;3.1892;3.2045
5;follow_detailed;fluent_gpt;3.9806;3.7752;3.5847;3.5989;3.7774
5;influence_detailed;fluent_gpt;3.9637;3.783;3.6503;3.6998;3.6589
5;relevance_detailed;fluent_gpt;4.0006;3.7915;3.5929;3.6362;3.8899
5;subjcount_detailed;fluent_gpt;3.9359;3.6453;3.6507;3.485;3.7545
5;subjpos_detailed;authoritative;3.9617;3.6223;3.2158;3.3804;2.9931
5;diversity_detailed;authoritative;3.9769;3.903;3.8073;3.9427;3.0302
5;uniqueness_detailed;authoritative;3.3357;3.167;3.0088;3.437;2.5814
5;follow_detailed;authoritative;3.9748;3.9233;3.5368;3.8299;3.0631
5;influence_detailed;authoritative;3.9864;3.8698;3.5259;3.5783;2.9371
5;relevance_detailed;authoritative;4.0634;3.9759;3.4306;3.8836;3.5181
5;subjcount_detailed;authoritative;3.9252;3.65;3.3111;3.3322;3.0039
5;subjpos_detailed;more_quotes;3.958;3.652;3.2276;2.7991;2.9757
5;diversity_detailed;more_quotes;3.9112;3.8124;3.7619;3.2468;3.2953
5;uniqueness_detailed;more_quotes;3.2007;3.1817;2.9392;2.5105;2.4626
5;follow_detailed;more_quotes;3.9554;3.756;3.442;3.016;3.0611
5;influence_detailed;more_quotes;3.9683;3.7049;3.4889;2.9611;3.0109
